94908KDBQ DBQ20170301000013103/01/17 00:00:31  5-MIN KDBQ 010600Z AUTO 33009KT 1/4SM R36/1800V2000FT FG VV002 07/07 A2952 1450 100 800 330/09 RMK AO2 T00670067
94908KDBQ DBQ20170301000513103/01/17 00:05:31  5-MIN KDBQ 010605Z AUTO 33007KT 1/4SM R36/2000V2200FT FG VV002 07/07 A2952 1450 100 800 330/07 RMK AO2 T00670067
94908KDBQ DBQ20170301001013103/01/17 00:10:31  5-MIN KDBQ 010610Z AUTO 33007KT 1/4SM R36/2000V2200FT FG VV002 07/07 A2952 1450 100 800 330/07 RMK AO2 T00670067
94908KDBQ DBQ20170301001513103/01/17 00:15:31  5-MIN KDBQ 010615Z AUTO 33007KT 1/4SM R36/2200V2600FT FG VV002 07/07 A2952 1450 100 800 330/07 RMK AO2 T00670067
94908KDBQ DBQ20170301002013103/01/17 00:20:31  5-MIN KDBQ 010620Z AUTO 33006KT 1/4SM R36/1600V2600FT FG VV002 07/07 A2952 1450 100 800 330/06 RMK AO2 T00670067
94908KDBQ DBQ20170301002513103/01/17 00:25:31  5-MIN KDBQ 010625Z AUTO 34007KT 1/4SM R36/1600V2200FT FG VV002 07/07 A2951 1460 100 800 340/07 RMK AO2 T00670067
94908KDBQ DBQ20170301003012603/01/17 00:30:31  5-MIN KDBQ 010630Z AUTO 34007KT 1/4SM R36/1600FT FG VV002 07/07 A2951 1460 100 800 340/07 RMK AO2 T00670067
94908KDBQ DBQ20170301003513003/01/17 00:35:31  5-MIN KDBQ 010635Z AUTO 35007KT 1/4SM R36/1400V1600FT FG VV002 07/06 A2951 1460 96 800 350/07 RMK AO2 T00670061
94908KDBQ DBQ20170301004013003/01/17 00:40:31  5-MIN KDBQ 010640Z AUTO 35007KT 1/4SM R36/1400V1600FT FG VV002 07/06 A2950 1470 96 900 350/07 RMK AO2 T00670061
94908KDBQ DBQ20170301004513103/01/17 00:45:31  5-MIN KDBQ 010645Z AUTO 36006KT 1/4SM R36/1400V1600FT FG VV002 06/06 A2950 1470 100 800 360/06 RMK AO2 T00610061
94908KDBQ DBQ20170301005013803/01/17 00:50:31  5-MIN KDBQ 010650Z AUTO 35006KT 1/4SM R36/1400V1600FT FG VV002 06/06 A2951 1460 100 800 350/06 RMK AO2 SLP995 T00610061
94908KDBQ DBQ20170301005512603/01/17 00:55:31  5-MIN KDBQ 010655Z AUTO 33008KT 1/4SM R36/1400FT FG VV002 06/06 A2952 1450 100 800 330/08 RMK AO2 T00610061
