94908KDBQ DBQ20000201000011502/01/00 00:00:32  5-MIN KDBQ 010600Z AUTO 26004KT 9SM FEW029 OVC060 M07/M10 A3005 950 81 -1500 260/04 RMK AO2 TSNO
94908KDBQ DBQ20000201000511502/01/00 00:05:31  5-MIN KDBQ 010605Z AUTO 25005KT 8SM FEW029 OVC060 M07/M10 A3006 950 81 -1500 250/05 RMK AO2 TSNO
94908KDBQ DBQ20000201001010802/01/00 00:10:31  5-MIN KDBQ 010610Z AUTO 27005KT 8SM OVC060 M07/M10 A3006 950 81 -1500 270/05 RMK AO2 TSNO
94908KDBQ DBQ20000201001510802/01/00 00:15:31  5-MIN KDBQ 010615Z AUTO 28005KT 8SM OVC060 M07/M10 A3006 950 81 -1500 280/05 RMK AO2 TSNO
94908KDBQ DBQ20000201002010802/01/00 00:20:31  5-MIN KDBQ 010620Z AUTO 29005KT 8SM OVC060 M08/M10 A3006 950 84 -1600 290/05 RMK AO2 TSNO
94908KDBQ DBQ20000201002510802/01/00 00:25:31  5-MIN KDBQ 010625Z AUTO 31006KT 8SM OVC060 M08/M10 A3006 950 84 -1600 300/06 RMK AO2 TSNO
94908KDBQ DBQ20000201003011502/01/00 00:30:31  5-MIN KDBQ 010630Z AUTO 30006KT 8SM FEW028 OVC060 M08/M11 A3006 950 84 -1600 300/06 RMK AO2 TSNO
94908KDBQ DBQ20000201003511502/01/00 00:35:31  5-MIN KDBQ 010635Z AUTO 31005KT 8SM SCT028 OVC060 M08/M11 A3007 940 84 -1600 310/05 RMK AO2 TSNO
94908KDBQ DBQ20000201004011502/01/00 00:40:31  5-MIN KDBQ 010640Z AUTO 29004KT 8SM FEW028 BKN060 M08/M11 A3006 950 84 -1600 290/04 RMK AO2 TSNO
94908KDBQ DBQ20000201004511502/01/00 00:45:31  5-MIN KDBQ 010645Z AUTO 29004KT 8SM FEW028 BKN060 M08/M11 A3007 940 84 -1600 290/04 RMK AO2 TSNO
94908KDBQ DBQ20000201005013202/01/00 00:50:31  5-MIN KDBQ 010650Z AUTO 27003KT 8SM FEW028 SCT060 M09/M11 A3007 940 84 -1700 270/03 RMK AO2 SLP200 T10891111 TSNO
94908KDBQ DBQ20000201005512502/01/00 00:55:31  5-MIN KDBQ 010655Z AUTO 00000KT 8SM FEW028 M09/M11 A3007 940 88 -1800 000/00 RMK AO2 SLP201 T10941111 TSNO
94908KDBQ DBQ20000201010010802/01/00 01:00:31  5-MIN KDBQ 010700Z AUTO 00000KT 8SM FEW028 M09/M11 A3006 940 88 -1700 000/00 RMK AO2 TSNO
94908KDBQ DBQ20000201010510502/01/00 01:05:31  5-MIN KDBQ 010705Z AUTO 00000KT 8SM CLR M08/M11 A3007 940 84 -1600 000/00 RMK AO2 TSNO
94908KDBQ DBQ20000201011010502/01/00 01:10:31  5-MIN KDBQ 010710Z AUTO 00000KT 8SM CLR M08/M11 A3007 940 80 -1600 000/00 RMK AO2 TSNO
94908KDBQ DBQ20000201011510502/01/00 01:15:31  5-MIN KDBQ 010715Z AUTO 00000KT 8SM CLR M09/M11 A3007 940 84 -1700 000/00 RMK AO2 TSNO
94908KDBQ DBQ20000201012010502/01/00 01:20:31  5-MIN KDBQ 010720Z AUTO 00000KT 8SM CLR M09/M11 A3007 940 88 -1700 000/00 RMK AO2 TSNO
94908KDBQ DBQ20000201012510502/01/00 01:25:31  5-MIN KDBQ 010725Z AUTO 00000KT 8SM CLR M09/M11 A3008 940 84 -1700 000/00 RMK AO2 TSNO
94908KDBQ DBQ20000201013010502/01/00 01:30:31  5-MIN KDBQ 010730Z AUTO 00000KT 8SM CLR M09/M11 A3008 930 88 -1800 000/00 RMK AO2 TSNO
94908KDBQ DBQ20000201013510502/01/00 01:35:31  5-MIN KDBQ 010735Z AUTO 00000KT 8SM CLR M09/M11 A3008 930 84 -1700 000/00 RMK AO2 TSNO
94908KDBQ DBQ20000201014010502/01/00 01:40:31  5-MIN KDBQ 010740Z AUTO 00000KT 8SM CLR M09/M11 A3008 930 84 -1700 000/00 RMK AO2 TSNO
94908KDBQ DBQ20000201014510502/01/00 01:45:31  5-MIN KDBQ 010745Z AUTO 00000KT 8SM CLR M09/M11 A3008 930 88 -1800 000/00 RMK AO2 TSNO
94908KDBQ DBQ20000201015012202/01/00 01:50:31  5-MIN KDBQ 010750Z AUTO 00000KT 7SM CLR M09/M11 A3009 920 88 -1800 000/00 RMK AO2 SLP207 T10941111 TSNO
94908KDBQ DBQ20000201015512202/01/00 01:55:31  5-MIN KDBQ 010755Z AUTO 00000KT 8SM CLR M09/M11 A3009 920 84 -1700 000/00 RMK AO2 SLP208 T10891111 TSNO
94908KDBQ DBQ20000201020010502/01/00 02:00:31  5-MIN KDBQ 010800Z AUTO 00000KT 8SM CLR M09/M12 A3009 920 84 -1800 000/00 RMK AO2 TSNO
94908KDBQ DBQ20000201020510502/01/00 02:05:31  5-MIN KDBQ 010805Z AUTO 00000KT 8SM CLR M09/M11 A3009 920 88 -1800 000/00 RMK AO2 TSNO
94908KDBQ DBQ20000201021010502/01/00 02:10:31  5-MIN KDBQ 010810Z AUTO 00000KT 8SM CLR M09/M11 A3009 920 88 -1800 000/00 RMK AO2 TSNO
94908KDBQ DBQ20000201021510502/01/00 02:15:31  5-MIN KDBQ 010815Z AUTO 30004KT 8SM CLR M10/M12 A3010 920 88 -1900 300/04 RMK AO2 TSNO
94908KDBQ DBQ20000201022010502/01/00 02:20:31  5-MIN KDBQ 010820Z AUTO 30007KT 8SM CLR M11/M12 A3010 910 88 -2000 300/07 RMK AO2 TSNO
94908KDBQ DBQ20000201022510502/01/00 02:25:31  5-MIN KDBQ 010825Z AUTO 31008KT 8SM CLR M10/M12 A3010 910 88 -1900 310/08 RMK AO2 TSNO
94908KDBQ DBQ20000201023010502/01/00 02:30:31  5-MIN KDBQ 010830Z AUTO 31009KT 8SM CLR M09/M12 A3010 910 84 -1800 310/09 RMK AO2 TSNO
94908KDBQ DBQ20000201023510502/01/00 02:35:31  5-MIN KDBQ 010835Z AUTO 32009KT 8SM CLR M09/M11 A3010 910 84 -1700 310/09 RMK AO2 TSNO
94908KDBQ DBQ20000201024010502/01/00 02:40:31  5-MIN KDBQ 010840Z AUTO 32009KT 8SM CLR M09/M11 A3010 910 84 -1800 320/09 RMK AO2 TSNO
